"FileName","Text"
"page_0031_line_14.png",". ,7 you,  very low in stature. "
"page_0031_line_15.png","low and small. 7 "
"page_0031_line_16.png","a shoe (chin??2;) (??ng??;) (k??). "
"page_0031_line_17.png","EL shoe horn, made of bone or brass. "
"page_0031_line_18.png","a shoemaker?? awl. "
"page_0031_line_19.png","the shoe sole (to beat one with) "
"page_0031_line_20.png","' ' \iV """"??U???? "" ""'"".l shoe strmgs "
"page_0031_line_21.png",",V .__ - -_- my the heel of a shoe. "
"page_0031_line_22.png","the heel cord of women?? shoes. "
"page_0031_line_23.png","the sole of a shoe. "
"page_0031_line_24.png","shoe~weItS. "
"page_0031_line_25.png","small shoes. "
"page_0031_line_26.png","a shoe??ast. "
"page_0031_line_27.png","a shoe pattern.  shoe polish. ??shoe lining.  a lady?? work-basket. "
"page_0031_line_28.png","the lingers of shoes. "
"page_0031_line_29.png"," an ?? w ""NW. shoemaker. "
"page_0032_line_01.png","shoe brush. ' "
"page_0032_line_02.png","t shoemaker. ' "
"page_0032_line_03.png","wooden soled shoes, "
"page_0032_line_04.png","shoes and stockings. "
"page_0032_line_05.png","can, is able, possibly. "
"page_0032_line_06.png","can change or reform. "
"page_0032_line_07.png","can do it. "
"page_0032_line_08.png","practicable. ' "
"page_0032_line_09.png","frugal, industrious. "
"page_0032_line_10.png","can you do it, or not? "
"page_0032_line_11.png","can bore in, can get work. "
"page_0032_line_12.png","it is worthy. "
"page_0032_line_13.png","to remember. "
"page_0032_line_14.png","to be afraid; to frighten; dis??reputable. "
"page_0032_line_15.png","can comprehend, I understand it. "
"page_0032_line_16.png","a know??othing. "
"page_0032_line_17.png","there is time enough. "
"page_0032_line_18.png","it is shiny. ??I "
"page_0032_line_19.png","5F to scold o} ridicule withOut giving opportunity to reply. "
"page_0032_line_20.png","sati??ed. ' ??v "
"page_0032_line_21.png","he plows and hoes, mat, industri??ous. "
"page_0032_line_22.png","confused, in disorder. - "
"page_0032_line_23.png","can you P "
"page_0032_line_24.png","to ??derstand clearly (a??i?u??d?k). "
"page_0032_line_25.png","sticky: "
"page_0032_line_26.png","it will startle people, "
"page_0032_line_27.png","can strike. r "
"page_0032_line_28.png","it will do, (kQ-Ii): _ U _ "
"page_0032_line_29.png","quick??e1nlpg1l??dA  sging???k) . "
"page_0032_line_30.png","lgossibly (???k??himf ' t r "
"page_0032_line_31.png","it is so perhaps. "
"page_0032_line_32.png","eatable: 7 "
"page_0032_line_33.png","alas(g??~si??}g). . ????"
"page_0032_line_34.png",". can the bargain be closed, or not? "
"page_0032_line_35.png","can comprehend it. "
"page_0033_line_01.png","to belch. ??"
"page_0033_line_02.png","_ incessant belching. "
"page_0033_line_03.png","to Belch ?113 A?????hful. "
"page_0033_line_04.png","a small jar, a vase, an urn, a skylight, (g?ng). "
"page_0033_line_05.png","the mouth of a jar. "
"page_0033_line_06.png","3 a tortoise con??ed in a jar, i.c., no way of escape. "
"page_0033_line_07.png","__- my a- _____l,_, ?? small vases of various SIZES. "
"page_0033_line_08.png","the brim of a jar. "
"page_0033_line_09.png","a water??j at. "
"page_0033_line_10.png","space between outer and inner city gates. "
"page_0033_line_11.png","w, on--.??the jar heaven, 17.3., a very narrow Q sphere. "
"page_0033_line_12.png","bustle, rush of business, (115114 i?k). "
"page_0033_line_13.png","-_..,. a rush of business begins, (ti?- ??s)- "
"page_0033_line_14.png","to raise and lower hands, a salute. "
"page_0033_line_15.png","$ salute! (chi??g-?ng). "
"page_0033_line_16.png","to grieve for, to lament, grief, sad. "
"page_0033_line_17.png","an exclamation expressing grief 01- surprise. "
"page_0033_line_18.png","__  1.--?? lamentable, alas. , "
"page_0033_line_19.png","an orphan boy, motherless. ( gfx??) . "
"page_0033_line_20.png","pitiful, affecting, (ch??chz??g) . "
"page_0033_line_21.png","?? ; I.) I \. u ' C I extreme guef. "
"page_0033_line_22.png"," DU"". extreme grief (ch?yching). "
"page_0033_line_23.png","7 (3'7'7 \v""2'.' v""??'WIDJ' EC to entreat piteously (kang??i??. "
"page_0033_line_24.png","- "" I????""'J \??????D D"";??' 2 pessumsm (pl-guang-cw-ngle). "
"page_0033_line_25.png","g. \L- ;7 O '""??""0""1' loud lamentahon. "
"page_0033_line_26.png","1 sad yet not distressing (music). "
"page_0033_line_27.png",".1 7 Viv ~""'""*""'?? \??????????????' to weep b1tter1y. "
"page_0033_line_28.png",",  V____-_-J. biography of dead in funeral in- vitation (s???z??ik). "
"page_0033_line_29.png"," \w  N .to entreat pitifully. "
"page_0034_line_01.png","to pity -(k????ng). "
"page_0034_line_02.png","grlef and Joy. "
"page_0034_line_03.png","(J N J 7/ V a cry of grief or pain. "
"page_0034_line_04.png","the sound of grief or pity. "
"page_0034_line_05.png","L) J: J to grieve for, (pi??i?ng). "
"page_0034_line_06.png","u . u 0, sad words, 13.6., funeral oratlons. "
"page_0034_line_07.png","dust, (ding??i) . "
"page_0034_line_08.png","Egy??.??a I "
"page_0034_line_09.png","an ejaculation of surprise or pain or admiration. the same. "
"page_0034_line_10.png","alas ! I "
"page_0034_line_11.png","to sigh. I "
"page_0034_line_12.png","mist, fog, dense clouds. _ "
"page_0034_line_13.png","??uxuriant vegetation, goodwill. to trust, con??e in. "
"page_0034_line_14.png","to lean against, depend on. ??"
"page_0034_line_15.png","to??depencT upo?? ??"
"page_0034_line_16.png","he leans 011 walls and they crum??ble, 011 partitions and they fall, "
"page_0034_line_17.png","met, bad luck. "
"page_0034_line_18.png","to depend upon, (111?~ii??c?). "
"page_0034_line_19.png","hope you'll reform. -- ' "
"page_0034_line_20.png","to depend on power or in??ence. "
"page_0034_line_21.png","to hobs, ( him-611g) . "
"page_0034_line_22.png","a bad odor; sour, mouldy rice. "
"page_0034_line_23.png","to decompo??e as organic matter. as below. "
"page_0034_line_24.png","many, there is plenty. "
"page_0034_line_25.png","to love, to want, to dote on, to covet, to like, love, kindness. "
"page_0034_line_26.png","to admire talent. I "
"page_0034_line_27.png","to covet wealth, (ting). ' "
"page_0034_line_28.png","love, personal affection, (mg-?11). "
"page_0034_line_29.png","fzwdrite child. 7 h i '- "
"page_0034_line_30.png","Edward. "
"page_0034_line_31.png","Edinburgh. 7 "
"page_0034_line_32.png","egoism, gel??hness, (l?-gi). "
"page_0034_line_33.png","patriotic, to love 0116?? country. "
"page_0034_line_34.png","inat??ts,IN. >  ~A  "
"page_0034_line_35.png","?ocially 'minded, philanthropy ( (21:1- si?ug), (b?ulwii). "
"page_0035_line_01.png","Ireland. V "
"page_0035_line_02.png","ftp love your neighbor as yourself. "
"page_0035_line_03.png","X??ays: U u "
"page_0035_line_04.png","my Usweetheart, my beloved, (li?ng???). "
"page_0035_line_05.png","\""V???? ""'l??chemical af??ity; af??ity in general. "
"page_0035_line_06.png","1 to love the people as 30115. "
"page_0035_line_07.png","fond of; c.g., persons, etc. "
"page_0035_line_08.png","to regard or deem highly. "
"page_0035_line_09.png","to make the most of 0116?? time. "
"page_0035_line_10.png","t, altruism ((l???ii). "
"page_0035_line_11.png","to be careful of 2111 article. "
"page_0035_line_12.png","an exclamation. "
"page_0035_line_13.png","?111 ejaculation, expressing pain or severe labor. "
"page_0035_line_14.png","cloudy, obscure. "
"page_0035_line_15.png","dull, obscured, as the moon. "
"page_0035_line_16.png",") fornication. ' "
"page_0035_line_17.png","v a pass, a de??e. "
"page_0035_line_18.png","dimness of sight, to see indistinct~ 1y. "
"page_0035_line_19.png","a cloudy sky, obscure, cloudy. "
"page_0035_line_20.png","dull ana CICILidy. J J I "
"page_0035_line_21.png","like, similar, to pant. "
"page_0035_line_22.png","a girl, (l?ng???). "
"page_0035_line_23.png","an ejaculation of surprise, a pro??hibitory exclamation, stop! don??. "
"page_0035_line_24.png","to press the hand upon, placed. "
"page_0035_line_25.png","press down. "
"page_0035_line_26.png","to ??tten by pressure. "
"page_0035_line_27.png","F to support oneself by pressing hands against walls. "
"page_0035_line_28.png"," ??W-?? F where has it been put? "
"page_0035_line_29.png",", ,  ,V H-""  to lay the hand on oue?? shoulder. "
"page_0035_line_30.png","to pfess  V7 "
"page_0035_line_31.png","??I??'"" ""07??.1 ' to run with all one?? nught. "
"page_0035_line_32.png",".   -n- _  to press down. "
"page_0035_line_33.png","broken by pressure. "
"page_0035_line_34.png",", VJ run-.-??to make crooked. "
"page_0036_line_01.png","to seize by the wrist, met, angry, urgent. "
"page_0036_line_02.png","??---??- a strategic point, a narrow road, "
"page_0036_line_03.png","u A I ?? i ??"" _ ""????a hindrance, an obstruction, a calamity, distress. "
"page_0036_line_04.png"," , WV _- v--. extremely poor. "
"page_0036_line_05.png","V J I ___. 74} can?? escape the calamity. "
"page_0036_line_06.png","J ' """"_ ""'_'____""?? ' distress, sorrow, (c?i????). "
"page_0036_line_07.png","a yoke. "
"page_0036_line_08.png","to smother, as a ??e. "
"page_0036_line_09.png","to extinguish ??e. "
"page_0036_line_10.png","to smother burning coals in a jar. "
"page_0036_line_11.png","to limit, to restrict, 2L boundary, "
"page_0036_line_12.png","a thr?shold, a lil??t. "
"page_0036_line_13.png","4. ??m, ..  ?? the limits, as of time. "
"page_0036_line_14.png","to restrict, to limit, delimitation. "
"page_0036_line_15.png","to ?? a limit to -(1?????Ling). _ "
"page_0036_line_16.png","\ Cl ' to linnt puces. "
"page_0036_line_17.png","limited time, (dieing-g1). "
"page_0036_line_18.png","1 \ ' N '0 07/ V to set strict limits. ??"
"page_0036_line_19.png","to set large limit, as to time. "
"page_0036_line_20.png",",  ,, o,  ___ _-  to ?? regulations, as to time and work. "
"page_0036_line_21.png","a measure, a limit. "
"page_0036_line_22.png","time expired, (di?ng-??ng). "
"page_0036_line_23.png","to ?? t?? dag; ??7??"
"page_0036_line_24.png","Withln the limit, (g??-??ng). "
"page_0036_line_25.png","4 \U Q l a limited number. "
"page_0036_line_26.png","to limit the number of bowls of ? rice. "
"page_0036_line_27.png","to soak, to steep. r "
"page_0036_line_28.png","to stee??hemp. L "
"page_0036_line_29.png","to control, to escort, to force, to pawn, to mortgage, to af?? a seaL "
"page_0036_line_30.png","of??ially to compel one to move. "
"page_0036_line_31.png","to pawn. "
"page_0036_line_32.png","the accusation placed on the back of criminals. "
"page_0036_line_33.png","an escort of taxes or prisoners. "
"page_0037_line_01.png","to escort criminals. "
"page_0037_line_02.png","to seal, as houses, vessels. "
"page_0037_line_03.png","bill of I exchange. I "
"page_0037_line_04.png","to guard merchandize in trans??portation. "
"page_0037_line_05.png","to force by oppression. "
"page_0037_line_06.png","to date (a document), (Chi?ng- ilk.) "
"page_0037_line_07.png","""""?? a warrant for the arrest of a. criminal. "
"page_0037_line_08.png","to convey under arrest. "
"page_0037_line_09.png","to impress boats. "
"page_0037_line_10.png","article pawned. "
"page_0037_line_11.png","to press' down, to keep down, to crush. saine (see i?ng). "
"page_0037_line_12.png","to repress, to subdue. "
"page_0037_line_13.png","oppression. "
"page_0037_line_14.png","113/211??ulic press. "
"page_0037_line_15.png","to throw down, to excel. "
"page_0037_line_16.png","to subvert one to his cause, to 0p~ press. "
"page_0037_line_17.png","rvw. to curb or repress. "
"page_0037_line_18.png","__ ___.._ v- up??.. met, he can?? be forced to do it. "
"page_0037_line_19.png","to oppress, to subject. "
"page_0037_line_20.png","1.1 ""V ?? '_ ""??VVJ"""" to force, to compel. "
"page_0037_line_21.png",", v   ""HT-"" pressure. "
"page_0037_line_22.png","wwww. can?? be suppressed, beyond con??trol. "
"page_0037_line_23.png","oppression, to oppress. "
"page_0037_line_24.png","a duck. "
"page_0037_line_25.png","duck}; ??ill. "
"page_0037_line_26.png","the duck?? gizzard. "
"page_0037_line_27.png",", ,OJWWW a small duck. "
"page_0037_line_28.png","the male duck, a drake. "
"page_0037_line_29.png","duck?? eggs. I a ??m "
"page_0037_line_30.png",", ,V ., -m-??a secret can always be discovered "
"page_0037_line_31.png","eventually. "
"page_0037_line_32.png","blue like duck?? egg. "
"page_0038_line_01.png","11J A "
"page_0038_line_02.png",".q ??WWW _ _ "
"page_0038_line_03.png","the female duck. "
"page_0038_line_04.png","? ivriw??ochow, on the North bank of the Min below the bridge. "
"page_0038_line_05.png","-M WHO?? to Stop, to prevent. "
"page_0038_line_06.png","to restrain the wicked. "
"page_0038_line_07.png","EEC to repress his vices and proclaim his virtues "
"page_0038_line_08.png","to stop, (g?ng??i) . "
"page_0038_line_09.png",""" "" '1 V \o'""o ""l' [s to subdue one?? lusts. "
"page_0038_line_10.png","prohibit buying rice, (in time of famine.) "
"page_0038_line_11.png","??_??.-..v., to compel one to obey. "
"page_0038_line_12.png","to compel one to testify at law. "
"page_0038_line_13.png","a creaking, crushing sound, to grind, to, crush. "
"page_0038_line_14.png","a creaking sound. "
"page_0038_line_15.png","hair ??'iip??g,??EiggL?Eng). "
"page_0038_line_16.png","to pull up, to eradicate. "
"page_0038_line_17.png","the root of the nose, the frontal sinus. "
"page_0038_line_18.png","to shut, to stop up, to obstruct. "
"page_0038_line_19.png","a small box, (si?ng). "
"page_0038_line_20.png","cumshaw, tip, (hui??hii.) ??"
"page_0038_line_21.png","magazine or quick ??ing gun (kua??i-chi?ng) . "
"page_0038_line_22.png","a small box; "
"page_0038_line_23.png","intimate, familiar, to slight, to , caress, to despise, to change. "
"page_0038_line_24.png","Lj debauchery and drunkenness. "
"page_0038_line_25.png","a to sport ??rith, lustful dalliance. "
"page_0038_line_26.png","familiar, intimate with. "
"page_0038_line_27.png","to slight}, to insult. "
"page_0038_line_28.png","a pre?? to titles. "
"page_0038_line_29.png","2L lslockhead. v "
"page_0038_line_30.png","father, (11:3 ; nag??i). "
"page_0038_line_31.png","broth?r, (T-g?u? ? hing  ??"
"page_0038_line_32.png","mother, nurse-maid, (i??g??; m??. "
"page_0038_line_33.png","title given t6 an adbpied-hioth?r, (ngi?????). "
"page_0039_line_01.png","a chest, 21 small case. "
"page_0039_line_02.png","in the box. "
"page_0039_line_03.png","a pen for wild animals; a scab??bard. "
"page_0039_line_04.png","peace, quiet, still, silent, comfor??table, safe, to place, to settle hbw? why? "
"page_0039_line_05.png","to arrange, (bit??ER). "
"page_0039_line_06.png","contented in poverty. "
"page_0039_line_07.png","Where is he? hence absent. g??'me, dead. "
"page_0039_line_08.png","present made to a person when moving. "
"page_0039_line_09.png","to bury, (111115Li???ung). "
"page_0039_line_10.png","peace and quiet. "
"page_0039_line_11.png","safe from harm. "
"page_0039_line_12.png","safety lamp. 1 "
"page_0039_line_13.png","to sl?ep c6111f0rtably. _ _ "
"page_0039_line_14.png","to arrange the bride-11 bed. "
"page_0039_line_15.png","place in Quiet state. "
"page_0039_line_16.png","lit rest, stable). "
"page_0039_line_17.png","how can you know? "
"page_0039_line_18.png",""""" to arrange. "
"page_0039_line_19.png","tranquil. "
"page_0039_line_20.png","a small servant of a student. "
"page_0039_line_21.png","to suitably provide for your family. "
"page_0039_line_22.png","to lay a foundation stone, ( di?ng.) "
"page_0039_line_23.png","live in peace and prosperity. "
"page_0039_line_24.png","repose and leisure. ??"
"page_0039_line_25.png","(???at peaceful. "
"page_0039_line_26.png","- {o re?t??rom labour. "
"page_0039_line_27.png","35C to enjoy tranqui??fy, a.g., the em????pire. ' "
"page_0039_line_28.png","J. 7??. well, in peace. "
"page_0039_line_29.png","to be satis??d in his own sphere. "
"page_0039_line_30.png","live peapefu?? doing Siie??  "
"page_0039_line_31.png","name of a province, (Anghui). "
"page_0039_line_32.png","to take thi??s easiljy}, 2111 easy life. "
"page_0039_line_33.png",". t0 en?amp. "
"page_0039_line_34.png","wife of o???cer of thc} sixth rank. "
"page_0040_line_01.png","to rest in benevolence. "
"page_0040_line_02.png","at eels?fbi???bili?l??????g) .' "
"page_0040_line_03.png","a district in the Chinchow pre??fecture of Fukien. "
"page_0040_line_04.png","??re you willing to? "
"page_0040_line_05.png","""open it calmly???? superscrip- tion on letters. "
"page_0040_line_06.png","how can I know that? "
"page_0040_line_07.png","hearty, robust. "
"page_0040_line_08.png","ease and pleasure. "
"page_0040_line_09.png","to tra????iize the people. "
"page_0040_line_10.png","to sleep??eacef 111ij A _ "
"page_0040_line_11.png","a peaceful gate, (113., house). I "
"page_0040_line_12.png","A. 111mm. - "
"page_0040_line_13.png","trancmil, in a state of repose. "
"page_0040_line_14.png","to lodge in peace. "
"page_0040_line_15.png","to comfort. "
"page_0040_line_16.png","to rest peacefully. "
"page_0040_line_17.png",",, _-__ J. -W?? ,, gum benjamin. "
"page_0040_line_18.png","oil of gum benjamin. "
"page_0040_line_19.png","the 5211333511 4a)}. "
"page_0040_line_20.png","  Aglventists. "
"page_0040_line_21.png"," to stay in, {o settle down. "
"page_0040_line_22.png","to compose one?? mind. "
"page_0040_line_23.png","to set 12p ancestral tablet. "
"page_0040_line_24.png","a. sedative medicine. "
"page_0040_line_25.png","name of a bridge in South Street, ??Foochow. "
"page_0040_line_26.png","composed, steady. "
"page_0040_line_27.png","siezt?ly, Salfety. ' ' "
"page_0040_line_28.png","a. Buddhist nummry, (n?????Ezng) . same, (see below""). "
"page_0040_line_29.png","a principal of Buddhist nunnery. "
"page_0040_line_30.png","a convent. "
"page_0040_line_31.png","convents, halls, Buddhist and Taoist monasteries. "
"page_0040_line_32.png","t aqua??  K "
"page_0040_line_33.png","quail, (c011. 11giing??hfmg). "
"page_0040_line_34.png","2; quAif??ht. ??"" "" "
"page_0040_line_35.png","accustomed to, skilled in. "
"page_0040_line_36.png","mature, practised in. "
"page_0040_line_37.png","to repeat memoriter. "
"page_0041_line_01.png","_ J "
"page_0041_line_02.png","antimony, (see; dg . "
"page_0041_line_03.png","a saddle: 1(11??2??-511?f.??' "
"page_0041_line_04.png","a cover of a dish or tripod, "
"page_0041_line_05.png","at a coarse grass. "
"page_0041_line_06.png","St. John?? wort, Hyperimm Chi??Home. "
"page_0041_line_07.png","as below. "
"page_0041_line_08.png","dirty, ??thy, (Ia??a). "
"page_0041_line_09.png","to 601111361; to force. "
"page_0041_line_10.png",",_   to make him do it, (ging??-cg??). "
"page_0041_line_11.png","rice broth ccmgee. "
"page_0041_line_12.png","rice broth, (???g???ng). "
"page_0041_line_13.png","weak, insipid, 71101:??no taste or desire for. "
"page_0041_line_14.png","??????lood is thicker than water.??"
"page_0041_line_15.png","thin rice broth, (??g-c?ik), (tEmg). "
"page_0041_line_16.png","\ ""-'D / ' to shut the door, obscure, ignor??ant. "
"page_0041_line_17.png","to shut the door. "
"page_0041_line_18.png","decayed, rotted. "
"page_0041_line_19.png","to decay, to rot. "
"page_0041_line_20.png","rotted ?111 to pieces. "
"page_0041_line_21.png","to cover with the hand, to hide. "
"page_0041_line_22.png","' dark} ' "
"page_0041_line_23.png","u; feed with the hands, :1 word used by Buddhist. "
"page_0041_line_24.png","dark, dull, secret, (??z??g). "
"page_0041_line_25.png","dark needle, 113., a secret injury. "
"page_0041_line_26.png","'j the secret arrow cannot be guard??. ed against. ' "
"page_0041_line_27.png","to laugh inwardly. ' "
"page_0041_line_28.png","very dark. "
"page_0041_line_29.png","a dark cave. "
"page_0041_line_30.png","the, dark temple, met, very dark place. "
"page_0041_line_31.png","k arribush. "
"page_0041_line_32.png","secret sects, covered way. "
"page_0041_line_33.png","secret disaffection, N. "
"page_0042_line_01.png","in secret, in the dark. "
"page_0042_line_02.png","an underground drain, (ming??gin). "
"page_0042_line_03.png","secret sects, (?ng-dfg). "
"page_0042_line_04.png","to secretly fe?ord a??thing. "
"page_0042_line_05.png","to secretly injure one. "
"page_0042_line_06.png","to band foge??er secretly. "
"page_0042_line_07.png","v I a private or secret signal. "
"page_0042_line_08.png","21 21M] ??e. 7 W C  "
"page_0042_line_09.png","secret enquiry, (difmg-t?ng). "
"page_0042_line_10.png","??J . J ' \ (J ' ' Q] ' Iapls lazuh. "
"page_0042_line_11.png","screw Steamer. "
"page_0042_line_12.png","cipher. c.g., for telegrams. "
"page_0042_line_13.png","privately; secretly. "
"page_0042_line_14.png",". ,. . r J 7 night, dark. "
"page_0042_line_15.png","{?? done by night. "
"page_0042_line_16.png","(??very dark, feeling one?? way. ' "
"page_0042_line_17.png","gloomy dark. "
"page_0042_line_18.png","to assassinate, assassination, (ch?g k?ik). I "
"page_0042_line_19.png","a cfd??????; ??"
"page_0042_line_20.png","{o ??'dt??jr'ivately, (m?u-h??). "
"page_0042_line_21.png","to Bugg?st; luixft, suggestion. "
"page_0042_line_22.png","a dark room. , ' "
"page_0042_line_23.png","secret affair. "
"page_0042_line_24.png","Dark Ages. "
"page_0042_line_25.png","an internal injury; an unnoticed injury. "
"page_0042_line_26.png","___J___J. the dark box in a camera. "
"page_0042_line_27.png","to meditate. "
"page_0042_line_28.png","secretly spy out. "
"page_0042_line_29.png","an of??ial table, a case (in court). "
"page_0042_line_30.png",", , ,,   ,m- \w ??V. '????urder will out.??"
"page_0042_line_31.png",") circun'lstzu??ces of a case. "
"page_0042_line_32.png"," the report to a higher court. "
"page_0042_line_33.png","a long narrow table. "
"page_0042_line_34.png","law cases, a record of precedents in law. "
"page_0042_line_35.png","the completion of a case. "
"page_0042_line_36.png","?? the jud???? decision not yet pub- lished. "
"page_0042_line_37.png","record'of a case. "
"page_0043_line_01.png","a 121W case??"
"page_0043_line_02.png","E} the ($356,110.11: yet settled. "
"page_0043_line_03.png","??st on list of under graduates, O. "
"page_0043_line_04.png","to press down, to stop, to rub with the hand, according to. "
"page_0043_line_05.png","_.__  -.__-__---D __. I) an armistice. "
"page_0043_line_06.png","E- to locate troops. "
"page_0043_line_07.png","??? 7 V V 7 ??' ??7 according to one?? duty. "
"page_0043_line_08.png","1111?} according to this way. "
"page_0043_line_09.png","3?? in this way, thus. . "
"page_0043_line_10.png","to lay the hand on. "
"page_0043_line_11.png","ordination. (Christian), N. "
"page_0043_line_12.png","by the yen}. \ r "
"page_0043_line_13.png",",_,  J  monthly, per month. "
"page_0043_line_14.png","according to the time. "
